query,date,age,gender
lv_travel_insurance,20211203,65+,Male
canal_boat_holiday_insurance,20210301,65+,Male
cheap_travel_insurance,20220116,65+,Male
coverwise_travel_insurance,20210325,55-64,Male
covid_travel_insurance_cover,20210217,25-34,NULL
nat_west_black_card_insurance_policy,20211117,NULL,Male
nationwideukitravelcom,20211204,65+,Male
over_65_travel_insurance_with_medical_conditions,20220127,65+,Male
travel_insurance_with_medical_conditions,20211109,65+,Male
barclays_premier_travel_insurance_age_limit,20210827,65+,Male
best_travel_insurance_deals,20220128,55-64,Male
cancelling_holiday_due_to_family_illness,20220122,45-54,Male
covid_19_travel_insurance_for_thailand,20210705,45-54,Male
fred_olsen_travel_insurance,20211122,55-64,Female
money_service_travel_insurance_providers,20210811,65+,Male
kestrel_insurance_isle_of_man,20210922,65+,Female
natwest_platinum_travel_insurance,20220113,45-54,Female
puffin_travel_insurance_reviews,20210901,45-54,Female
travel_insurance,20220127,65+,Female
best_covid_travel_insurance_martin_lewis,20211016,NULL,Male
compare_the_market,20211020,65+,Male
just_travel,20210327,65+,Male
lloydsbankaxatravel_insuranceclaims,20211207,65+,Female
martin_lewis_travel_insurance,20211118,65+,Male
nationwide_flex_travel_insurance,20211006,65+,Female
natwest_travel_insurance_policy,20210927,65+,Male
revolut_insurance_claim,20210903,NULL,NULL
statins_and_travel_insurance,20211010,65+,Female
will_my_travel_insurance_be_valid_if_i_travel_to_an_amber_list_country,20210615,55-64,Male
covid_holiday_cancellation_insurance_only,20220107,65+,Female
current_accounts_with_free_travel_insurance,20210711,55-64,Female
holiday_insurance,20210914,65+,Male
phillipines_holuday_travel_covid_insurance,20210407,55-64,NULL
staysafeholiday_insurance,20210602,65+,Male
trainline_travel_insurance_sickness,20220107,25-34,Female
travel_insurance_with_medical_conditions_which,20210406,65+,Female
annual_holiday_insurance_for_over_70,20211114,NULL,Male
nationwide_plus_travel_insurance,20220127,65+,Female
travel_insurance,20210803,65+,Male
travel_insurance_with_covid19_cover,20210731,45-54,Male
what_would_travel_insurance_for_oersonal_accident_not_cover_cover_usually_start_to_pay,20210326,35-44,Male
puffin_insurance_reviews,20210404,65+,Female
rias_car_insurance,20210506,45-54,Male
shortterm_travel_insurance,20210407,65+,Male
travel_insurance,20211110,65+,Male
can_you_get_nhs_treatment_on_the_isle_of_man,20211216,NULL,Male
covid_holiday_insurance,20210828,65+,Male
hsbc_travel_insurance_reference_aesasnlcletmd2_policy,20210602,65+,Male
knowles_travel,20211005,65+,NULL
price_of_sarga_holiday_insurance,20220131,65+,Male
